"","Date","Location","TimeOfDay","Unique.ID","Orig_Height_cm","Orig_WaterLevel","Orig_WaterLevel_corr","HPO","New_WaterLevel","New_WaterLevel_corr","New_Height_cm","submerged"
"331",2011-08-06,"UDP","dawn","UDPCHU412011",15,83,83,0,83,83,15,0
"332",2011-08-06,"UDP","dawn","UDPCHU282011",16,73,73,24,83,83,6,0
"333",2011-08-06,"UDP","dawn","UDPCHU222011",33,40,40,48,83,83,-10,1
"334",2011-08-06,"UDP","dawn","UDPCHU272011",42,73,73,24,83,83,32,0
"335",2011-08-06,"UDP","dawn","UDPCHU332011",7,73,73,24,83,83,-3,1
"336",2011-08-06,"UDP","dawn","UDPCHU362011",3,83,83,0,83,83,3,0
"337",2011-08-06,"UDP","dawn","UDPCHU322011",28,73,73,24,83,83,18,0
"338",2011-08-06,"UDP","dawn","UDPCHU442011",21,83,83,0,83,83,21,0
"339",2011-08-06,"UDP","dawn","UDPCHU312011",42,73,73,24,83,83,32,0
"340",2011-08-06,"UDP","dawn","UDPCHU432011",71,83,83,0,83,83,71,0
"341",2011-08-06,"UDP","dawn","UDPCHU42011",5,NA,0,72,83,83,-78,1
"342",2011-08-06,"UDP","dawn","UDPCHU102011",47,40,40,48,83,83,4,0
"343",2011-08-06,"UDP","dawn","UDPCHU32011",25,NA,0,72,83,83,-58,1
"344",2011-08-06,"UDP","dawn","UDPCHU92011",28,40,40,48,83,83,-15,1
"345",2011-08-06,"UDP","dawn","UDPCHU342011",3,73,73,24,83,83,-7,1
"346",2011-08-06,"UDP","dawn","UDPCHU382011",16,83,83,0,83,83,16,0
"347",2011-08-06,"UDP","dawn","UDPCHU242011",26,40,40,48,83,83,-17,1
"348",2011-08-06,"UDP","dawn","UDPCHU352011",13,73,73,24,83,83,3,0
"349",2011-08-06,"UDP","dawn","UDPCHU472011",17,83,83,0,83,83,17,0
"350",2011-08-06,"UDP","dawn","UDPCHU372011",39,83,83,0,83,83,39,0
"351",2011-08-06,"UDP","dawn","UDPCHU112011",29,40,40,48,83,83,-14,1
"352",2011-08-06,"UDP","dawn","UDPCHU392011",15,83,83,0,83,83,15,0
"353",2011-08-06,"UDP","dusk","UDPCHU162011",13,40,40,60,88,88,-35,1
"354",2011-08-06,"UDP","dusk","UDPCHU262011",24,73,73,36,88,88,9,0
"355",2011-08-06,"UDP","dusk","UDPCHU362011",3,83,83,12,88,88,-2,1
"356",2011-08-06,"UDP","dusk","UDPCHU42011",5,NA,0,84,88,88,-83,1
"357",2011-08-06,"UDP","dusk","UDPCHU12011",53,NA,0,108,88,88,-35,1
"358",2011-08-06,"UDP","dusk","UDPCHU192011",22,40,40,60,88,88,-26,1
"359",2011-08-06,"UDP","dusk","UDPCHU382011",16,83,83,12,88,88,11,0
"360",2011-08-06,"UDP","dusk","UDPCHU202011",55,40,40,60,88,88,7,0
"361",2011-08-06,"UDP","dusk","UDPCHU172011",23,40,40,60,88,88,-25,1
"362",2011-08-06,"UDP","dusk","UDPCHU272011",42,73,73,36,88,88,27,0
"363",2011-08-06,"UDP","dusk","UDPCHU212011",13,40,40,60,88,88,-35,1
"364",2011-08-06,"UDP","dusk","UDPCHU232011",30,40,40,60,88,88,-18,1
"365",2011-08-06,"UDP","dusk","UDPCHU372011",39,83,83,12,88,88,34,0
"366",2011-08-06,"UDP","dusk","UDPCHU422011",22,83,83,12,88,88,17,0
"367",2011-08-06,"UDP","dusk","UDPCHU252011",14,73,73,36,88,88,-1,1
"368",2011-08-06,"UDP","dusk","UDPCHU402011",37,83,83,12,88,88,32,0
"369",2011-08-06,"UDP","dusk","UDPCHU122011",49,40,40,60,88,88,1,0
"370",2011-08-06,"UDP","dusk","UDPCHU392011",15,83,83,12,88,88,10,0
"371",2011-08-06,"UDP","dusk","UDPCHU292011",34,73,73,36,88,88,19,0
"372",2011-08-06,"UDP","dusk","UDPCHU92011",28,40,40,60,88,88,-20,1
"373",2011-08-06,"UDP","dusk","UDPCHU282011",16,73,73,36,88,88,1,0
"374",2011-08-06,"UDP","dusk","UDPCHU222011",33,40,40,60,88,88,-15,1
"375",2011-08-06,"UDP","dusk","UDPCHU242011",26,40,40,60,88,88,-22,1
"376",2011-08-06,"UDP","dusk","UDPCHU132011",23,40,40,60,88,88,-25,1
"377",2011-08-06,"UDP","dusk","UDPCHU412011",15,83,83,12,88,88,10,0
"378",2011-08-06,"UDP","dusk","UDPCHU322011",28,73,73,36,88,88,13,0
"379",2011-08-06,"UDP","dusk","UDPCHU102011",47,40,40,60,88,88,-1,1
"380",2011-08-06,"UDP","dusk","UDPCHU312011",42,73,73,36,88,88,27,0
"381",2011-08-06,"UDP","dusk","UDPCHU112011",29,40,40,60,88,88,-19,1
"382",2011-08-06,"UDP","dusk","UDPCHU302011",23,73,73,36,88,88,8,0
"383",2011-08-06,"UDP","dusk","UDPCHU142011",7,40,40,60,88,88,-41,1
"384",2011-08-06,"UDP","dusk","UDPCHU32011",25,NA,0,84,88,88,-63,1
"385",2011-08-06,"UDP","dusk","UDPCHU432011",71,83,83,12,88,88,66,0
"386",2011-08-06,"UDP","dusk","UDPCHU342011",3,73,73,36,88,88,-12,1
"387",2011-08-06,"UDP","dusk","UDPCHU452011",33,83,83,12,88,88,28,0
"388",2011-08-06,"UDP","dusk","UDPCHU332011",7,73,73,36,88,88,-8,1
"389",2011-08-06,"UDP","dusk","UDPCHU472011",17,83,83,12,88,88,12,0
"390",2011-08-06,"UDP","dusk","UDPCHU442011",21,83,83,12,88,88,16,0
"391",2011-08-06,"UDP","dusk","UDPCHU352011",13,73,73,36,88,88,-2,1
"392",2011-08-06,"UDP","dusk","UDPCHU152011",14,40,40,60,88,88,-34,1
"393",2011-08-07,"LDP","dawn","LDPCHL232011",55,49,49,0,49,49,55,0
"394",2011-08-07,"LDP","dawn","LDPCHL222011",29,49,49,0,49,49,29,0
"396",2011-08-07,"LDP","dawn","LDPCHL212011",91,44,44,24,49,49,86,0
"397",2011-08-07,"LDP","dusk","LDPCHL222011",29,49,49,12,45,45,33,0
"398",2011-08-07,"LDP","dusk","LDPCHL212011",91,44,44,36,45,45,90,0
"399",2011-08-07,"LDP","dusk","LDPCHL232011",55,49,49,12,45,45,59,0
"400",2011-08-07,"UDP","dawn","UDPCHU492011",38,89,89,0,89,89,38,0
"401",2011-08-07,"UDP","dawn","UDPCHU362011",3,83,83,24,89,89,-3,1
"402",2011-08-07,"UDP","dawn","UDPCHU482011",43,89,89,0,89,89,43,0
"403",2011-08-07,"UDP","dawn","UDPCHU262011",24,73,73,48,89,89,8,0
"404",2011-08-07,"UDP","dawn","UDPCHU202011",55,40,40,72,89,89,6,0
"405",2011-08-07,"UDP","dawn","UDPCHU502011",7,89,89,0,89,89,7,0
"406",2011-08-07,"UDP","dawn","UDPCHU152011",14,40,40,72,89,89,-35,1
"407",2011-08-07,"UDP","dawn","UDPCHU382011",16,83,83,24,89,89,10,0
"408",2011-08-07,"UDP","dawn","UDPCHU142011",7,40,40,72,89,89,-42,1
"409",2011-08-07,"UDP","dawn","UDPCHU372011",39,83,83,24,89,89,33,0
"410",2011-08-07,"UDP","dawn","UDPCHU272011",42,73,73,48,89,89,26,0
"411",2011-08-07,"UDP","dawn","UDPCHU212011",13,40,40,72,89,89,-36,1
"412",2011-08-07,"UDP","dawn","UDPCHU232011",30,40,40,72,89,89,-19,1
"413",2011-08-07,"UDP","dawn","UDPCHU122011",49,40,40,72,89,89,0,1
"414",2011-08-07,"UDP","dawn","UDPCHU252011",14,73,73,48,89,89,-2,1
"415",2011-08-07,"UDP","dawn","UDPCHU472011",17,83,83,24,89,89,11,0
"416",2011-08-07,"UDP","dawn","UDPCHU192011",22,40,40,72,89,89,-27,1
"417",2011-08-07,"UDP","dawn","UDPCHU302011",23,73,73,48,89,89,7,0
"418",2011-08-07,"UDP","dawn","UDPCHU392011",15,83,83,24,89,89,9,0
"419",2011-08-07,"UDP","dawn","UDPCHU292011",34,73,73,48,89,89,18,0
"420",2011-08-07,"UDP","dawn","UDPCHU92011",28,40,40,72,89,89,-21,1
"421",2011-08-07,"UDP","dawn","UDPCHU282011",16,73,73,48,89,89,0,1
"422",2011-08-07,"UDP","dawn","UDPCHU222011",33,40,40,72,89,89,-16,1
"423",2011-08-07,"UDP","dawn","UDPCHU242011",26,40,40,72,89,89,-23,1
"424",2011-08-07,"UDP","dawn","UDPCHU132011",23,40,40,72,89,89,-26,1
"425",2011-08-07,"UDP","dawn","UDPCHU412011",15,83,83,24,89,89,9,0
"426",2011-08-07,"UDP","dawn","UDPCHU322011",28,73,73,48,89,89,12,0
"428",2011-08-07,"UDP","dawn","UDPCHU312011",42,73,73,48,89,89,26,0
"429",2011-08-07,"UDP","dawn","UDPCHU402011",37,83,83,24,89,89,31,0
"430",2011-08-07,"UDP","dawn","UDPCHU42011",5,NA,0,96,89,89,-84,1
"431",2011-08-07,"UDP","dawn","UDPCHU102011",47,40,40,72,89,89,-2,1
"432",2011-08-07,"UDP","dawn","UDPCHU32011",25,NA,0,96,89,89,-64,1
"433",2011-08-07,"UDP","dawn","UDPCHU432011",71,83,83,24,89,89,65,0
"434",2011-08-07,"UDP","dawn","UDPCHU162011",13,40,40,72,89,89,-36,1
"435",2011-08-07,"UDP","dawn","UDPCHU342011",3,73,73,48,89,89,-13,1
"436",2011-08-07,"UDP","dawn","UDPCHU452011",33,83,83,24,89,89,27,0
"437",2011-08-07,"UDP","dawn","UDPCHU332011",7,73,73,48,89,89,-9,1
"438",2011-08-07,"UDP","dawn","UDPCHU112011",29,40,40,72,89,89,-20,1
"439",2011-08-07,"UDP","dawn","UDPCHU422011",22,83,83,24,89,89,16,0
"440",2011-08-07,"UDP","dawn","UDPCHU172011",23,40,40,72,89,89,-26,1
"441",2011-08-07,"UDP","dawn","UDPCHU352011",13,73,73,48,89,89,-3,1
"442",2011-08-07,"UDP","dawn","UDPCHU442011",21,83,83,24,89,89,15,0
"443",2011-08-07,"UDP","dusk","UDPCHU362011",3,83,83,36,90,90,-4,1
"444",2011-08-07,"UDP","dusk","UDPCHU192011",22,40,40,84,90,90,-28,1
"445",2011-08-07,"UDP","dusk","UDPCHU202011",55,40,40,84,90,90,5,0
"446",2011-08-07,"UDP","dusk","UDPCHU132011",23,40,40,84,90,90,-27,1
"447",2011-08-07,"UDP","dusk","UDPCHU152011",14,40,40,84,90,90,-36,1
"448",2011-08-07,"UDP","dusk","UDPCHU162011",13,40,40,84,90,90,-37,1
"449",2011-08-07,"UDP","dusk","UDPCHU142011",7,40,40,84,90,90,-43,1
"450",2011-08-07,"UDP","dusk","UDPCHU372011",39,83,83,36,90,90,32,0
"451",2011-08-07,"UDP","dusk","UDPCHU272011",42,73,73,60,90,90,25,0
"452",2011-08-07,"UDP","dusk","UDPCHU212011",13,40,40,84,90,90,-37,1
"453",2011-08-07,"UDP","dusk","UDPCHU232011",30,40,40,84,90,90,-20,1
"454",2011-08-07,"UDP","dusk","UDPCHU122011",49,40,40,84,90,90,-1,1
"455",2011-08-07,"UDP","dusk","UDPCHU472011",17,83,83,36,90,90,10,0
"456",2011-08-07,"UDP","dusk","UDPCHU252011",14,73,73,60,90,90,-3,1
"457",2011-08-07,"UDP","dusk","UDPCHU402011",37,83,83,36,90,90,30,0
"458",2011-08-07,"UDP","dusk","UDPCHU492011",38,89,89,12,90,90,37,0
"459",2011-08-07,"UDP","dusk","UDPCHU172011",23,40,40,84,90,90,-27,1
"460",2011-08-07,"UDP","dusk","UDPCHU292011",34,73,73,60,90,90,17,0
"461",2011-08-07,"UDP","dusk","UDPCHU382011",16,83,83,36,90,90,9,0
"462",2011-08-07,"UDP","dusk","UDPCHU282011",16,73,73,60,90,90,-1,1
"463",2011-08-07,"UDP","dusk","UDPCHU222011",33,40,40,84,90,90,-17,1
"464",2011-08-07,"UDP","dusk","UDPCHU242011",26,40,40,84,90,90,-24,1
"465",2011-08-07,"UDP","dusk","UDPCHU332011",7,73,73,60,90,90,-10,1
"466",2011-08-07,"UDP","dusk","UDPCHU412011",15,83,83,36,90,90,8,0
"467",2011-08-07,"UDP","dusk","UDPCHU262011",24,73,73,60,90,90,7,0
"468",2011-08-07,"UDP","dusk","UDPCHU422011",22,83,83,36,90,90,15,0
"469",2011-08-07,"UDP","dusk","UDPCHU502011",7,89,89,12,90,90,6,0
"470",2011-08-07,"UDP","dusk","UDPCHU112011",29,40,40,84,90,90,-21,1
"471",2011-08-07,"UDP","dusk","UDPCHU302011",23,73,73,60,90,90,6,0
"472",2011-08-07,"UDP","dusk","UDPCHU392011",15,83,83,36,90,90,8,0
"473",2011-08-07,"UDP","dusk","UDPCHU32011",25,NA,0,108,90,90,-65,1
"474",2011-08-07,"UDP","dusk","UDPCHU92011",28,40,40,84,90,90,-22,1
"475",2011-08-07,"UDP","dusk","UDPCHU342011",3,73,73,60,90,90,-14,1
"476",2011-08-07,"UDP","dusk","UDPCHU322011",28,73,73,60,90,90,11,0
"477",2011-08-07,"UDP","dusk","UDPCHU452011",33,83,83,36,90,90,26,0
"478",2011-08-07,"UDP","dusk","UDPCHU312011",42,73,73,60,90,90,25,0
"479",2011-08-07,"UDP","dusk","UDPCHU482011",43,89,89,12,90,90,42,0
"480",2011-08-07,"UDP","dusk","UDPCHU42011",5,NA,0,108,90,90,-85,1
"481",2011-08-07,"UDP","dusk","UDPCHU102011",47,40,40,84,90,90,-3,1
"482",2011-08-07,"UDP","dusk","UDPCHU352011",13,73,73,60,90,90,-4,1
"483",2011-08-07,"UDP","dusk","UDPCHU442011",21,83,83,36,90,90,14,0
"484",2011-08-07,"UDP","dusk","UDPCHU432011",71,83,83,36,90,90,64,0
"485",2011-08-08,"LDP","dawn","LDPCHL242011",53,46,46,0,46,46,53,0
"486",2011-08-08,"LDP","dawn","LDPCHL212011",91,44,44,48,46,46,89,0
"487",2011-08-08,"LDP","dawn","LDPCHL222011",29,49,49,24,46,46,32,0
"488",2011-08-08,"LDP","dawn","LDPCHL232011",55,49,49,24,46,46,58,0
"489",2011-08-08,"LDP","dusk","LDPCHL242011",53,46,46,12,40,40,59,0
"490",2011-08-08,"LDP","dusk","LDPCHL222011",29,49,49,36,40,40,38,0
"491",2011-08-08,"LDP","dusk","LDPCHL212011",91,44,44,60,40,40,95,0
"492",2011-08-08,"LDP","dusk","LDPCHL232011",55,49,49,36,40,40,64,0
"493",2011-08-08,"UDP","dawn","UDPCHU262011",24,73,73,72,91,91,6,0
"494",2011-08-08,"UDP","dawn","UDPCHU242011",26,40,40,96,91,91,-25,1
"495",2011-08-08,"UDP","dawn","UDPCHU132011",23,40,40,96,91,91,-28,1
"496",2011-08-08,"UDP","dawn","UDPCHU162011",13,40,40,96,91,91,-38,1
"497",2011-08-08,"UDP","dawn","UDPCHU382011",16,83,83,48,91,91,8,0
"498",2011-08-08,"UDP","dawn","UDPCHU142011",7,40,40,96,91,91,-44,1
"499",2011-08-08,"UDP","dawn","UDPCHU572011",32,91,91,0,91,91,32,0
"500",2011-08-08,"UDP","dawn","UDPCHU272011",42,73,73,72,91,91,24,0
"501",2011-08-08,"UDP","dawn","UDPCHU212011",13,40,40,96,91,91,-38,1
"502",2011-08-08,"UDP","dawn","UDPCHU232011",30,40,40,96,91,91,-21,1
"503",2011-08-08,"UDP","dawn","UDPCHU372011",39,83,83,48,91,91,31,0
"504",2011-08-08,"UDP","dawn","UDPCHU472011",17,83,83,48,91,91,9,0
"505",2011-08-08,"UDP","dawn","UDPCHU252011",14,73,73,72,91,91,-4,1
"506",2011-08-08,"UDP","dawn","UDPCHU192011",22,40,40,96,91,91,-29,1
"507",2011-08-08,"UDP","dawn","UDPCHU122011",49,40,40,96,91,91,-2,1
"508",2011-08-08,"UDP","dawn","UDPCHU392011",15,83,83,48,91,91,7,0
"509",2011-08-08,"UDP","dawn","UDPCHU152011",14,40,40,96,91,91,-37,1
"510",2011-08-08,"UDP","dawn","UDPCHU92011",28,40,40,96,91,91,-23,1
"511",2011-08-08,"UDP","dawn","UDPCHU282011",16,73,73,72,91,91,-2,1
"512",2011-08-08,"UDP","dawn","UDPCHU222011",33,40,40,96,91,91,-18,1
"513",2011-08-08,"UDP","dawn","UDPCHU332011",7,73,73,72,91,91,-11,1
"514",2011-08-08,"UDP","dawn","UDPCHU502011",7,89,89,24,91,91,5,0
"515",2011-08-08,"UDP","dawn","UDPCHU362011",3,83,83,48,91,91,-5,1
"516",2011-08-08,"UDP","dawn","UDPCHU322011",28,73,73,72,91,91,10,0
"517",2011-08-08,"UDP","dawn","UDPCHU202011",55,40,40,96,91,91,4,0
"518",2011-08-08,"UDP","dawn","UDPCHU292011",34,73,73,72,91,91,16,0
"519",2011-08-08,"UDP","dawn","UDPCHU402011",37,83,83,48,91,91,29,0
"520",2011-08-08,"UDP","dawn","UDPCHU492011",38,89,89,24,91,91,36,0
"521",2011-08-08,"UDP","dawn","UDPCHU102011",47,40,40,96,91,91,-4,1
"523",2011-08-08,"UDP","dawn","UDPCHU432011",71,83,83,48,91,91,63,0
"524",2011-08-08,"UDP","dawn","UDPCHU342011",3,73,73,72,91,91,-15,1
"525",2011-08-08,"UDP","dawn","UDPCHU302011",23,73,73,72,91,91,5,0
"526",2011-08-08,"UDP","dawn","UDPCHU422011",22,83,83,48,91,91,14,0
"527",2011-08-08,"UDP","dawn","UDPCHU312011",42,73,73,72,91,91,24,0
"528",2011-08-08,"UDP","dawn","UDPCHU412011",15,83,83,48,91,91,7,0
"530",2011-08-08,"UDP","dawn","UDPCHU522011",4,91,91,0,91,91,4,0
"531",2011-08-08,"UDP","dawn","UDPCHU172011",23,40,40,96,91,91,-28,1
"532",2011-08-08,"UDP","dawn","UDPCHU112011",29,40,40,96,91,91,-22,1
"533",2011-08-08,"UDP","dawn","UDPCHU352011",13,73,73,72,91,91,-5,1
"534",2011-08-08,"UDP","dawn","UDPCHU452011",33,83,83,48,91,91,25,0
"535",2011-08-08,"UDP","dawn","UDPCHU482011",43,89,89,24,91,91,41,0
"536",2011-08-08,"UDP","dawn","UDPCHU442011",21,83,83,48,91,91,13,0
"537",2011-08-08,"UDP","dusk","UDPCHU242011",26,40,40,108,92,92,-26,1
"538",2011-08-08,"UDP","dusk","UDPCHU162011",13,40,40,108,92,92,-39,1
"539",2011-08-08,"UDP","dusk","UDPCHU382011",16,83,83,60,92,92,7,0
"540",2011-08-08,"UDP","dusk","UDPCHU372011",39,83,83,60,92,92,30,0
"541",2011-08-08,"UDP","dusk","UDPCHU362011",3,83,83,60,92,92,-6,1
"542",2011-08-08,"UDP","dusk","UDPCHU212011",13,40,40,108,92,92,-39,1
"543",2011-08-08,"UDP","dusk","UDPCHU232011",30,40,40,108,92,92,-22,1
"544",2011-08-08,"UDP","dusk","UDPCHU222011",33,40,40,108,92,92,-19,1
"545",2011-08-08,"UDP","dusk","UDPCHU272011",42,73,73,84,92,92,23,0
"546",2011-08-08,"UDP","dusk","UDPCHU252011",14,73,73,84,92,92,-5,1
"547",2011-08-08,"UDP","dusk","UDPCHU192011",22,40,40,108,92,92,-30,1
"548",2011-08-08,"UDP","dusk","UDPCHU122011",49,40,40,108,92,92,-3,1
"549",2011-08-08,"UDP","dusk","UDPCHU472011",17,83,83,60,92,92,8,0
"550",2011-08-08,"UDP","dusk","UDPCHU292011",34,73,73,84,92,92,15,0
"551",2011-08-08,"UDP","dusk","UDPCHU92011",28,40,40,108,92,92,-24,1
"552",2011-08-08,"UDP","dusk","UDPCHU282011",16,73,73,84,92,92,-3,1
"553",2011-08-08,"UDP","dusk","UDPCHU452011",33,83,83,60,92,92,24,0
"554",2011-08-08,"UDP","dusk","UDPCHU332011",7,73,73,84,92,92,-12,1
"555",2011-08-08,"UDP","dusk","UDPCHU132011",23,40,40,108,92,92,-29,1
"556",2011-08-08,"UDP","dusk","UDPCHU412011",15,83,83,60,92,92,6,0
"557",2011-08-08,"UDP","dusk","UDPCHU262011",24,73,73,84,92,92,5,0
"558",2011-08-08,"UDP","dusk","UDPCHU202011",55,40,40,108,92,92,3,0
"559",2011-08-08,"UDP","dusk","UDPCHU502011",7,89,89,36,92,92,4,0
"560",2011-08-08,"UDP","dusk","UDPCHU402011",37,83,83,60,92,92,28,0
"561",2011-08-08,"UDP","dusk","UDPCHU492011",38,89,89,36,92,92,35,0
"562",2011-08-08,"UDP","dusk","UDPCHU392011",15,83,83,60,92,92,6,0
"563",2011-08-08,"UDP","dusk","UDPCHU172011",23,40,40,108,92,92,-29,1
"564",2011-08-08,"UDP","dusk","UDPCHU432011",71,83,83,60,92,92,62,0
"565",2011-08-08,"UDP","dusk","UDPCHU342011",3,73,73,84,92,92,-16,1
"566",2011-08-08,"UDP","dusk","UDPCHU142011",7,40,40,108,92,92,-45,1
"567",2011-08-08,"UDP","dusk","UDPCHU422011",22,83,83,60,92,92,13,0
"568",2011-08-08,"UDP","dusk","UDPCHU312011",42,73,73,84,92,92,23,0
"569",2011-08-08,"UDP","dusk","UDPCHU112011",29,40,40,108,92,92,-23,1
"570",2011-08-08,"UDP","dusk","UDPCHU322011",28,73,73,84,92,92,9,0
"571",2011-08-08,"UDP","dusk","UDPCHU102011",47,40,40,108,92,92,-5,1
"572",2011-08-08,"UDP","dusk","UDPCHU442011",21,83,83,60,92,92,12,0
"573",2011-08-08,"UDP","dusk","UDPCHU152011",14,40,40,108,92,92,-38,1
"574",2011-08-08,"UDP","dusk","UDPCHU302011",23,73,73,84,92,92,4,0
"575",2011-08-08,"UDP","dusk","UDPCHU522011",4,91,91,12,92,92,3,0
"576",2011-08-08,"UDP","dusk","UDPCHU482011",43,89,89,36,92,92,40,0
"577",2011-08-08,"UDP","dusk","UDPCHU352011",13,73,73,84,92,92,-6,1
"578",2011-08-08,"UDP","dusk","UDPCHU572011",32,91,91,12,92,92,31,0
"579",2011-08-09,"LDP","dawn","LDPCHL242011",53,46,46,24,41,41,58,0
"580",2011-08-09,"LDP","dawn","LDPCHL252011",62,41,41,0,41,41,62,0
"581",2011-08-09,"LDP","dawn","LDPCHL232011",55,49,49,48,41,41,63,0
"582",2011-08-09,"LDP","dawn","LDPCHL222011",29,49,49,48,41,41,37,0
"583",2011-08-09,"LDP","dawn","LDPCHL212011",91,44,44,72,41,41,94,0
"584",2011-08-09,"LDP","dusk","LDPCHL222011",29,49,49,60,40,40,38,0
"585",2011-08-09,"LDP","dusk","LDPCHL212011",91,44,44,84,40,40,95,0
"586",2011-08-09,"LDP","dusk","LDPCHL232011",55,49,49,60,40,40,64,0
"587",2011-08-09,"LDP","dusk","LDPCHL242011",53,46,46,36,40,40,59,0
"588",2011-08-09,"LDP","dusk","LDPCHL252011",62,41,41,12,40,40,63,0
"589",2011-08-09,"UDP","dawn","UDPCHU372011",39,83,83,72,92,92,30,0
"591",2011-08-09,"UDP","dawn","UDPCHU282011",16,73,73,96,92,92,-3,1
"594",2011-08-09,"UDP","dawn","UDPCHU322011",28,73,73,96,92,92,9,0
"596",2011-08-09,"UDP","dawn","UDPCHU272011",42,73,73,96,92,92,23,0
"600",2011-08-09,"UDP","dawn","UDPCHU472011",17,83,83,72,92,92,8,0
"601",2011-08-09,"UDP","dawn","UDPCHU252011",14,73,73,96,92,92,-5,1
"603",2011-08-09,"UDP","dawn","UDPCHU692011",5,92,92,0,92,92,5,0
"604",2011-08-09,"UDP","dawn","UDPCHU452011",33,83,83,72,92,92,24,0
"607",2011-08-09,"UDP","dawn","UDPCHU362011",3,83,83,72,92,92,-6,1
"608",2011-08-09,"UDP","dawn","UDPCHU262011",24,73,73,96,92,92,5,0
"609",2011-08-09,"UDP","dawn","UDPCHU332011",7,73,73,96,92,92,-12,1
"610",2011-08-09,"UDP","dawn","UDPCHU632011",12,92,92,0,92,92,12,0
"611",2011-08-09,"UDP","dawn","UDPCHU402011",37,83,83,72,92,92,28,0
"612",2011-08-09,"UDP","dawn","UDPCHU622011",41,92,92,0,92,92,41,0
"614",2011-08-09,"UDP","dawn","UDPCHU292011",34,73,73,96,92,92,15,0
"615",2011-08-09,"UDP","dawn","UDPCHU432011",71,83,83,72,92,92,62,0
"616",2011-08-09,"UDP","dawn","UDPCHU342011",3,73,73,96,92,92,-16,1
"617",2011-08-09,"UDP","dawn","UDPCHU522011",4,91,91,24,92,92,3,0
"618",2011-08-09,"UDP","dawn","UDPCHU422011",22,83,83,72,92,92,13,0
"619",2011-08-09,"UDP","dawn","UDPCHU662011",9,92,92,0,92,92,9,0
"620",2011-08-09,"UDP","dawn","UDPCHU412011",15,83,83,72,92,92,6,0
"621",2011-08-09,"UDP","dawn","UDPCHU642011",27,92,92,0,92,92,27,0
"623",2011-08-09,"UDP","dawn","UDPCHU312011",42,73,73,96,92,92,23,0
"625",2011-08-09,"UDP","dawn","UDPCHU302011",23,73,73,96,92,92,4,0
"627",2011-08-09,"UDP","dawn","UDPCHU722011",16,92,92,0,92,92,16,0
"628",2011-08-09,"UDP","dawn","UDPCHU482011",43,89,89,48,92,92,40,0
"629",2011-08-09,"UDP","dawn","UDPCHU382011",16,83,83,72,92,92,7,0
"630",2011-08-09,"UDP","dawn","UDPCHU352011",13,73,73,96,92,92,-6,1
"631",2011-08-09,"UDP","dawn","UDPCHU602011",8,92,92,0,92,92,8,0
"632",2011-08-09,"UDP","dawn","UDPCHU392011",15,83,83,72,92,92,6,0
"633",2011-08-09,"UDP","dawn","UDPCHU612011",46,92,92,0,92,92,46,0
"635",2011-08-09,"UDP","dawn","UDPCHU492011",38,89,89,48,92,92,35,0
"636",2011-08-09,"UDP","dawn","UDPCHU502011",7,89,89,48,92,92,4,0
"637",2011-08-09,"UDP","dawn","UDPCHU572011",32,91,91,24,92,92,31,0
"638",2011-08-09,"UDP","dawn","UDPCHU442011",21,83,83,72,92,92,12,0
"639",2011-08-09,"UDP","dusk","UDPCHU372011",39,83,83,84,92,92,30,0
"640",2011-08-09,"UDP","dusk","UDPCHU722011",16,92,92,12,92,92,16,0
"641",2011-08-09,"UDP","dusk","UDPCHU282011",16,73,73,108,92,92,-3,1
"642",2011-08-09,"UDP","dusk","UDPCHU262011",24,73,73,108,92,92,5,0
"643",2011-08-09,"UDP","dusk","UDPCHU342011",3,73,73,108,92,92,-16,1
"644",2011-08-09,"UDP","dusk","UDPCHU622011",41,92,92,12,92,92,41,0
"645",2011-08-09,"UDP","dusk","UDPCHU382011",16,83,83,84,92,92,7,0
"646",2011-08-09,"UDP","dusk","UDPCHU412011",15,83,83,84,92,92,6,0
"647",2011-08-09,"UDP","dusk","UDPCHU612011",46,92,92,12,92,92,46,0
"648",2011-08-09,"UDP","dusk","UDPCHU322011",28,73,73,108,92,92,9,0
"649",2011-08-09,"UDP","dusk","UDPCHU452011",33,83,83,84,92,92,24,0
"650",2011-08-09,"UDP","dusk","UDPCHU252011",14,73,73,108,92,92,-5,1
"651",2011-08-09,"UDP","dusk","UDPCHU502011",7,89,89,60,92,92,4,0
"652",2011-08-09,"UDP","dusk","UDPCHU402011",37,83,83,84,92,92,28,0
"653",2011-08-09,"UDP","dusk","UDPCHU602011",8,92,92,12,92,92,8,0
"654",2011-08-09,"UDP","dusk","UDPCHU272011",42,73,73,108,92,92,23,0
"655",2011-08-09,"UDP","dusk","UDPCHU292011",34,73,73,108,92,92,15,0
"656",2011-08-09,"UDP","dusk","UDPCHU432011",71,83,83,84,92,92,62,0
"657",2011-08-09,"UDP","dusk","UDPCHU362011",3,83,83,84,92,92,-6,1
"658",2011-08-09,"UDP","dusk","UDPCHU472011",17,83,83,84,92,92,8,0
"659",2011-08-09,"UDP","dusk","UDPCHU332011",7,73,73,108,92,92,-12,1
"660",2011-08-09,"UDP","dusk","UDPCHU312011",42,73,73,108,92,92,23,0
"661",2011-08-09,"UDP","dusk","UDPCHU482011",43,89,89,60,92,92,40,0
"662",2011-08-09,"UDP","dusk","UDPCHU522011",4,91,91,36,92,92,3,0
